week_ending,trade_week,bias,static_bias,signal,static_signal,return,static_return,raw_return,prediction_timestamp,entry_timestamp,exit_timestamp,trade_timestamp,entry_source,recursive_bias,recursive_category,expected_return,corridor_low,corridor_high,direction,entry_price,exit_price,gross_return,transaction_cost,net_return,position,stop_price,target_price,stop_hit,target_hit,prior_archetype,prior_warning,realized_return,prediction_error,recursive_expected_return,stopped,stop_reason,size,regime,confidence,archetype,contained,equity,drawdown
2024-07-05,2024-07-12,0.1,0.073,1,1,0.010297523043254375,0.010297523043254375,0.011297523043254376,2024-07-05 21:00:00+00:00,2024-07-05,2024-07-12,2024-07-05,weekly_close,0.1,NEUTRAL,0.0045,5181.66,5392.2,1,5263.3210986747135,5322.783590071038,0.011297523043254376,0.0010000000000000009,0.010297523043254375,1.0,5181.66,5392.2,False,False,NONE,False,0.011297523043254376,-0.006797523043254376,0.0045,False,,1.0,0,0.1,IN_LINE_ACCURATE,True,1.0102975230432545,0.0
2024-07-12,2024-07-19,0.161,0.036,1,0,-0.006127338092811074,0.0,-0.0051273380928110734,2024-07-12 21:00:00+00:00,2024-07-12,2024-07-19,2024-07-12,weekly_close,0.161,NEUTRAL,0.0072,5254.83,5467.74,1,5322.783590071038,5295.491879009877,-0.0051273380928110734,0.0010000000000000009,-0.006127338092811074,1.0,5254.83,5467.74,False,False,NONE,False,-0.0051273380928110734,0.012327338092811073,0.0072,False,,1.0,1,0.161,UNCLASSIFIED_DISPERSION,True,1.0041070885452388,-0.006127338092811185
2024-07-19,2024-07-26,0.342,0.045,1,0,-0.00510762201262116,0.0,-0.004107622012621159,2024-07-19 21:00:00+00:00,2024-07-19,2024-07-26,2024-07-19,weekly_close,0.342,BULLISH_BIAS,0.0159,5273.74,5485.56,1,5295.491879009877,5273.74,-0.004107622012621159,0.0010000000000000009,-0.00510762201262116,1.0,5273.74,5485.56,True,False,NONE,False,-0.0213549209344025,0.0372549209344025,0.0159,True,stop,1.0,0,0.342,UNCLASSIFIED_DISPERSION,False,0.9989784890767561,-0.011203663978510803
2024-07-26,2024-08-02,-0.33,0.004,-1,0,-0.005757042634570886,0.0,-0.004757042634570885,2024-07-26 21:00:00+00:00,2024-07-26,2024-08-02,2024-07-26,weekly_close,-0.33,BEARISH_BIAS,-0.0152,4999.76,5207.06,-1,5182.407068624851,5207.06,-0.004757042634570885,0.0010000000000000009,-0.005757042634570886,1.0,5207.06,4999.76,True,False,NONE,False,0.012113588121499763,-0.02731358812149976,-0.0152,True,stop,1.0,0,0.33,UNCLASSIFIED_DISPERSION,False,0.993227327324122,-0.01689620664189395
2024-08-02,2024-08-09,0.245,-0.015,1,0,-0.0006843345946244686,0.0,0.00031566540537553145,2024-08-02 21:00:00+00:00,2024-08-02,2024-08-09,2024-08-02,weekly_close,0.245,NEUTRAL,0.0112,5198.8,5408.61,1,5245.184613332121,5246.840336659358,0.00031566540537553145,0.001,-0.0006843345946244686,1.0,5198.8,5408.61,False,False,NONE,False,0.00031566540537553145,0.010884334594624468,0.0112,False,,1.0,-1,0.245,IN_LINE_ACCURATE,True,0.9925476275037077,-0.01756897857779549
2024-08-09,2024-08-16,-0.3,0.026,-1,0,0.006428612094119823,0.0,0.007428612094119824,2024-08-09 21:00:00+00:00,2024-08-09,2024-08-16,2024-08-09,weekly_close,-0.3,BEARISH_BIAS,-0.0138,5069.46,5279.34,-1,5246.840336659358,5207.863595078535,0.007428612094119824,0.0010000000000000009,0.006428612094119823,1.0,5279.34,5069.46,False,False,NONE,False,-0.007428612094119824,-0.006371387905880176,-0.0138,False,,1.0,-1,0.3,IN_LINE_ACCURATE,True,0.9989283311858681,-0.011253310631842095
2024-08-16,2024-08-23,-0.022,0.092,0,1,0.0,-0.0007532517970484367,0.0,2024-08-16 21:00:00+00:00,2024-08-16,2024-08-23,2024-08-16,weekly_close,-0.022,NEUTRAL,-0.0011,5087.38,5316.52,0,5207.863595078535,5207.863595078535,0.0,0.0,0.0,1.0,,,False,False,UNCLASSIFIED_DISPERSION,True,0.0002467482029515633,-0.0013467482029515634,-0.0011,False,,1.0,-1,0.022,UNCLASSIFIED_DISPERSION,True,0.9989283311858681,-0.011253310631842095
2024-08-23,2024-08-30,0.658,-0.12,1,-1,0.014106379100888744,-0.016106379100888746,0.015106379100888745,2024-08-23 21:00:00+00:00,2024-08-23,2024-08-30,2024-08-23,weekly_close,0.658,BULLISH_BIAS,0.0351,5287.84,5496.21,1,5209.148626061837,5287.84,0.015106379100888745,0.0010000000000000009,0.014106379100888744,1.0,5287.84,5496.21,True,False,NONE,False,-0.0013623264749961228,0.03646232647499612,0.0351,True,stop,1.0,-1,0.658,UNCLASSIFIED_DISPERSION,False,1.0130195929201942,0.0
2024-08-30,2024-09-06,-0.115,0.065,-1,1,-0.015845667451809153,0.013845667451809152,-0.014845667451809152,2024-08-30 21:00:00+00:00,2024-08-30,2024-09-06,2024-08-30,weekly_close,-0.115,NEUTRAL,-0.0052,5071.2,5279.28,-1,5202.052064976363,5279.28,-0.014845667451809152,0.0010000000000000009,-0.015845667451809153,1.0,5279.28,5071.2,True,False,NONE,False,0.0169874634953604,-0.0221874634953604,-0.0052,True,stop,1.0,-1,0.115,MACRO_DECOUPLING,False,0.9969676213286137,-0.015845667451809153
2024-09-06,2024-09-13,-0.057,0.066,-1,1,-0.00757366084826161,0.005573660848261608,-0.006573660848261609,2024-09-06 21:00:00+00:00,2024-09-06,2024-09-13,2024-09-06,weekly_close,-0.057,NEUTRAL,-0.0025,5171.26,5382.88,-1,5290.4217345311135,5325.199172758193,-0.006573660848261609,0.0010000000000000009,-0.00757366084826161,1.0,5382.88,5171.26,False,False,NONE,False,0.006573660848261609,-0.00907366084826161,-0.0025,False,,1.0,0,0.057,VOLATILITY_LIQUIDATION,True,0.9894169266879727,-0.02329931858887646
