week_ending,trade_week,bias,static_bias,signal,static_signal,return,static_return,raw_return,prediction_timestamp,entry_timestamp,exit_timestamp,trade_timestamp,entry_source,recursive_bias,recursive_category,expected_return,corridor_low,corridor_high,direction,entry_price,exit_price,gross_return,transaction_cost,net_return,position,stop_price,target_price,stop_hit,target_hit,prior_archetype,prior_warning,realized_return,prediction_error,recursive_expected_return,stopped,stop_reason,size,regime,confidence,archetype,contained,equity,drawdown
2010-02-05,2010-02-12,0.682,-0.733,1,-1,0.004333060943711109,-0.004333060943711109,0.004333060943711109,2010-02-05 22:00:00+00:00,2010-02-05,2010-02-12,2010-02-05,weekly_close,0.682,BULLISH_BIAS,0.0198,1153.21,1199.35,1,1153.4508949815765,1158.4488680051097,0.004333060943711109,0.0,0.004333060943711109,1.0,1153.21,1199.35,False,False,NONE,False,0.004333060943711109,0.015466939056288893,0.0198,False,,1.0,0,0.682,VOLATILITY_LIQUIDATION,True,1.004333060943711,0.0
2010-02-12,2010-02-19,0.684,0.341,1,1,-0.0001285063236032835,-0.0001285063236032835,-0.0001285063236032835,2010-02-12 22:00:00+00:00,2010-02-12,2010-02-19,2010-02-12,weekly_close,0.684,BULLISH_BIAS,0.0199,1158.3,1204.64,1,1158.4488680051097,1158.3,-0.0001285063236032835,0.0,-0.0001285063236032835,1.0,1158.3,1204.64,True,False,NONE,False,-0.01538554755205046,0.03528554755205046,0.0199,True,stop,1.0,0,0.684,VOLATILITY_LIQUIDATION,False,1.004203997794376,-0.0001285063236032835
2010-02-19,2010-02-26,0.324,0.9,1,1,0.03816405380768373,0.03816405380768373,0.03816405380768373,2010-02-19 22:00:00+00:00,2010-02-19,2010-02-26,2010-02-19,weekly_close,0.324,BULLISH_BIAS,0.0144,1126.24,1187.83,1,1140.625497859798,1184.1563907345355,0.03816405380768373,0.0,0.03816405380768373,1.0,1126.24,1187.83,False,False,VOLATILITY_LIQUIDATION,True,0.03816405380768373,-0.02376405380768373,0.0144,False,,1.0,0,0.324,UNCLASSIFIED_DISPERSION,True,1.0425284932000916,0.0
2010-02-26,2010-03-05,-0.62,-0.016,-1,0,-0.0022592193457384724,0.0,-0.0022592193457384724,2010-02-26 22:00:00+00:00,2010-02-26,2010-03-05,2010-02-26,weekly_close,-0.62,BEARISH_BIAS,-0.0172,1140.09,1187.46,-1,1184.1563907345355,1186.8316597608627,-0.0022592193457384724,0.0,-0.0022592193457384724,1.0,1187.46,1140.09,False,False,NONE,False,0.0022592193457384724,-0.019459219345738472,-0.0172,False,,1.0,0,0.62,UNCLASSIFIED_DISPERSION,True,1.0401731926597704,-0.0022592193457384724
2010-03-05,2010-03-12,-0.463,0.031,-1,0,0.015102862916483661,0.0,0.015102862916483661,2010-03-05 22:00:00+00:00,2010-03-05,2010-03-12,2010-03-05,weekly_close,-0.463,BEARISH_BIAS,-0.0119,1148.97,1196.45,-1,1186.8316597608627,1168.9071038985517,0.015102862916483661,0.0,0.015102862916483661,1.0,1196.45,1148.97,False,False,NONE,False,-0.015102862916483661,0.0032028629164836606,-0.0119,False,,1.0,0,0.463,IN_LINE_ACCURATE,True,1.055882785797912,0.0
2010-03-12,2010-03-19,0.255,0.807,1,1,-0.013805292007150083,-0.013805292007150083,-0.013805292007150083,2010-03-12 22:00:00+00:00,2010-03-12,2010-03-19,2010-03-12,weekly_close,0.255,BULLISH_BIAS,0.0062,1152.77,1199.53,1,1168.9071038985517,1152.77,-0.013805292007150083,0.0,-0.013805292007150083,1.0,1152.77,1199.53,True,False,NONE,False,-0.021555340553249147,0.027755340553249148,0.0062,True,stop,1.0,0,0.255,UNCLASSIFIED_DISPERSION,False,1.0413060156146488,-0.013805292007150083
2010-03-19,2010-03-26,0.495,-0.656,1,-1,0.020370044015687094,-0.020370044015687094,0.020370044015687094,2010-03-19 21:00:00+00:00,2010-03-19,2010-03-26,2010-03-19,weekly_close,0.495,BULLISH_BIAS,0.0279,1144.7,1206.46,1,1143.7109131989062,1167.0083548419896,0.020370044015687094,0.0,0.020370044015687094,1.0,1144.7,1206.46,False,False,VOLATILITY_LIQUIDATION,True,0.020370044015687094,0.007529955984312907,0.0279,False,,1.0,0,0.495,IN_LINE_ACCURATE,True,1.062517464986519,0.0
2010-03-26,2010-04-02,-1.0,-0.001,-1,0,0.08501083512415997,0.0,0.08501083512415997,2010-03-26 21:00:00+00:00,2010-03-26,2010-04-02,2010-03-26,weekly_close,-1.0,BEARISH_BIAS,-0.105,1021.11,1067.8,-1,1167.0083548419896,1067.8,0.08501083512415997,0.0,0.08501083512415997,1.0,1067.8,1021.11,True,False,NONE,False,0.004904635291524739,-0.10990463529152474,-0.105,True,stop,1.0,0,1.0,UNCLASSIFIED_DISPERSION,False,1.1528429620190286,0.0
2010-04-02,2010-04-09,0.617,0.429,1,1,-0.0028754266977822907,-0.0028754266977822907,-0.0028754266977822907,2010-04-02 21:00:00+00:00,2010-04-02,2010-04-09,2010-04-02,weekly_close,0.617,BULLISH_BIAS,0.0171,1169.36,1216.27,1,1172.7321052046518,1169.36,-0.0028754266977822907,0.0,-0.0028754266977822907,1.0,1169.36,1216.27,True,False,NONE,False,-0.018966229557298098,0.0360662295572981,0.0171,True,stop,1.0,0,0.617,COUNTER_TREND_EXHAUSTION,False,1.1495280465876887,-0.0028754266977822907
2010-04-09,2010-04-16,0.236,-0.472,1,-1,0.028770529859423633,-0.028770529859423633,0.028770529859423633,2010-04-09 21:00:00+00:00,2010-04-09,2010-04-16,2010-04-09,weekly_close,0.236,NEUTRAL,0.0068,1132.97,1183.59,1,1150.4897988881269,1183.59,0.028770529859423633,0.0,0.028770529859423633,1.0,1132.97,1183.59,False,True,UNCLASSIFIED_DISPERSION,True,0.032463219065316906,-0.025663219065316906,0.0068,True,target,1.0,0,0.236,UNCLASSIFIED_DISPERSION,False,1.1826005775762847,0.0
2010-04-16,2010-04-23,-0.83,0.928,-1,1,0.11216037562038383,-0.11216037562038383,0.11216037562038383,2010-04-16 21:00:00+00:00,2010-04-16,2010-04-23,2010-04-16,weekly_close,-0.83,BEARISH_BIAS,-0.1372,995.21,1054.61,-1,1187.8384012618446,1054.61,0.11216037562038383,0.0,0.11216037562038383,1.0,1054.61,995.21,True,False,COUNTER_TREND_EXHAUSTION,True,-0.006547760990251894,-0.1306522390097481,-0.1372,True,stop,1.0,0,0.83,VOLATILITY_LIQUIDATION,False,1.3152415025661237,0.0
2010-04-23,2010-04-30,-0.57,-0.331,-1,-1,-0.002694167031087602,-0.002694167031087602,-0.002694167031087602,2010-04-23 21:00:00+00:00,2010-04-23,2010-04-30,2010-04-23,weekly_close,-0.57,BEARISH_BIAS,-0.0193,1131.32,1183.24,-1,1180.0607193153392,1183.24,-0.002694167031087602,0.0,-0.002694167031087602,1.0,1183.24,1131.32,True,False,UNCLASSIFIED_DISPERSION,True,0.01493307962542989,-0.03423307962542989,-0.0193,True,stop,1.0,0,0.57,UNCLASSIFIED_DISPERSION,False,1.3116980222719918,-0.002694167031087713
2010-04-30,2010-05-07,1.0,-0.928,1,-1,0.16661954511417054,-0.16661954511417054,0.16661954511417054,2010-04-30 21:00:00+00:00,2010-04-30,2010-05-07,2010-04-30,weekly_close,1.0,BULLISH_BIAS,0.1866,1397.24,1445.14,1,1197.6826599997173,1397.24,0.16661954511417054,0.0,0.16661954511417054,1.0,1397.24,1445.14,True,False,NONE,False,0.045364909032961975,0.141235090967038,0.1866,True,stop,1.0,0,1.0,VOLATILITY_LIQUIDATION,False,1.5302525500701083,0.0
2010-05-07,2010-05-14,0.453,-0.982,1,-1,-0.00358256362635756,0.00358256362635756,-0.00358256362635756,2010-05-07 21:00:00+00:00,2010-05-07,2010-05-14,2010-05-07,weekly_close,0.453,BULLISH_BIAS,0.0234,1247.53,1315.14,1,1252.0154249209604,1247.53,-0.00358256362635756,0.0,-0.00358256362635756,1.0,1247.53,1315.14,True,False,VOLATILITY_LIQUIDATION,True,-0.01476555147226244,0.03816555147226244,0.0234,True,stop,1.0,0,0.453,VOLATILITY_LIQUIDATION,False,1.5247703229450862,-0.00358256362635756
2010-05-14,2010-05-21,0.2,-0.902,1,-1,0.014870358540205242,-0.014870358540205242,0.014870358540205242,2010-05-14 21:00:00+00:00,2010-05-14,2010-05-21,2010-05-14,weekly_close,0.2,NEUTRAL,0.0082,1210.39,1277.0,1,1233.5287267202234,1251.871741156196,0.014870358540205242,0.0,0.014870358540205242,1.0,1210.39,1277.0,False,False,VOLATILITY_LIQUIDATION,True,0.014870358540205242,-0.006670358540205241,0.0082,False,,1.0,0,0.2,IN_LINE_ACCURATE,True,1.5474442043387442,0.0
