week_ending,trade_week,signal,net_return,equity,capital,drawdown
2024-06-28,2024-07-05,-1,-0.012435483737679442,0.9875645162623206,9875.645162623205,0.0
2024-07-05,2024-07-12,1,0.011297523043254376,0.9987215491414945,9987.215491414945,0.0
2024-07-12,2024-07-19,1,-0.0051273380928110734,0.99360076609847,9936.0076609847,-0.0051273380928110734
2024-07-19,2024-07-26,1,-0.016506847901392896,0.9771995493777751,9771.995493777751,-0.0215495498041669
2024-07-26,2024-08-02,1,0.012113588121499763,0.9890369422314527,9890.369422314527,-0.00969700405319851
2024-08-02,2024-08-09,1,0.00031566540537553145,0.9893491469787535,9893.491469787536,-0.009384399656538367
2024-08-09,2024-08-16,-1,0.007428612094119824,0.9966986380173071,9966.98638017307,-0.0020255006272031917
2024-08-16,2024-08-23,-1,-0.0002467482029515633,0.9964527044194921,9964.527044194921,-0.0022717490415148367
2024-08-23,2024-08-30,1,0.012829615496820157,1.0092368094779607,10092.368094779607,0.0
2024-08-30,2024-09-06,0,0.0,1.0092368094779607,10092.368094779607,0.0
2024-09-06,2024-09-13,0,0.0,1.0092368094779607,10092.368094779607,0.0
2024-09-13,2024-09-20,1,0.015410124449173113,1.0247892743107025,10247.892743107026,0.0
2024-09-20,2024-09-27,1,0.0342333835885007,1.0598712786355622,10598.712786355622,0.0
2024-09-27,2024-10-04,1,-0.009587819034761691,1.049709424615863,10497.09424615863,-0.009587819034761691
2024-10-04,2024-10-11,-1,0.005668986727963343,1.0556602134122284,10556.602134122284,-0.0039731855256563975
2024-10-11,2024-10-18,1,0.0014784678450403543,1.0572209730930469,10572.209730930468,-0.0025005919076580563
2024-10-18,2024-10-25,1,0.03355178039589801,1.0926926190122024,10926.926190122023,0.0
2024-10-25,2024-11-01,1,0.023451600966409858,1.118318010292218,11183.180102922179,0.0
2024-11-01,2024-11-08,0,0.0,1.118318010292218,11183.180102922179,0.0
2024-11-08,2024-11-15,-1,-0.010161180655531288,1.1069545789593043,11069.545789593043,-0.010161180655531399
2024-11-15,2024-11-22,1,0.023366346018913742,1.1328200626784883,11328.200626784883,0.0
2024-11-22,2024-11-29,-1,0.03446227295018356,1.1718596168819584,11718.596168819584,0.0
2024-11-29,2024-12-06,1,0.025070975052249755,1.201239280101545,12012.39280101545,0.0
2024-12-06,2024-12-13,0,0.0,1.201239280101545,12012.39280101545,0.0
2024-12-13,2024-12-20,-1,0.032576682888528774,1.2403716712026576,12403.716712026575,0.0
2024-12-20,2024-12-27,-1,-0.005766264178359348,1.23321936046715,12332.1936046715,-0.005766264178359348
2024-12-27,2025-01-03,1,0.0260457652159507,1.2653395023896423,12653.395023896423,0.0
2025-01-03,2025-01-10,1,0.022127935444240743,1.2933388532135681,12933.388532135681,0.0
2025-01-10,2025-01-17,-1,0.025985338383491596,1.3269467009588396,13269.467009588396,0.0
2025-01-17,2025-01-24,-1,0.05101539539750166,1.3946414115796653,13946.414115796653,0.0
2025-01-24,2025-01-31,1,0.013573865827590348,1.4135720869780488,14135.720869780489,0.0
2025-01-31,2025-02-07,1,-0.0003074160369463952,1.413137532249132,14131.37532249132,-0.0003074160369463952
2025-02-07,2025-02-14,-1,-0.0018844613428850021,1.4104745291974286,14104.745291974286,-0.002191298066193559
2025-02-14,2025-02-21,-1,-0.007086246528325679,1.4004795589616115,14004.795589616115,-0.009262016516205174
2025-02-21,2025-02-28,0,0.0,1.4004795589616115,14004.795589616115,-0.009262016516205174
2025-02-28,2025-03-07,0,0.0,1.4004795589616115,14004.795589616115,-0.009262016516205174
2025-03-07,2025-03-14,0,0.0,1.4004795589616115,14004.795589616115,-0.009262016516205174
2025-03-14,2025-03-21,-1,0.036451273918794325,1.4515288229829935,14515.288229829934,0.0
2025-03-21,2025-03-28,0,0.0,1.4515288229829935,14515.288229829934,0.0
2025-03-28,2025-04-04,1,-0.019699632303235237,1.4229342388926807,14229.342388926807,-0.019699632303235237
2025-04-04,2025-04-11,-1,0.0018187682824732931,1.4255222265544238,14255.222265544238,-0.017916693087171476
2025-04-11,2025-04-18,1,0.004980620611483744,1.432622211938129,14326.222119381291,-0.013025308726567264
2025-04-18,2025-04-25,-1,0.0010941891358208222,1.4341897715981675,14341.897715981675,-0.011945371742045685
2025-04-25,2025-05-02,-1,0.03836007348723092,1.4892053966313081,14892.053966313082,0.0
2025-05-02,2025-05-09,-1,0.01723047411489964,1.5148651116697327,15148.651116697327,0.0
2025-05-09,2025-05-16,-1,0.030128339621636413,1.5605054822350868,15605.054822350869,0.0
2025-05-16,2025-05-23,-1,0.0023559868086018287,1.5641820125659835,15641.820125659835,0.0
2025-05-23,2025-05-30,1,0.03290008578589654,1.6156437349641608,16156.437349641608,0.0
2025-05-30,2025-06-06,-1,-0.011461315628149338,1.5971263321750946,15971.263321750946,-0.011461315628149338
2025-06-06,2025-06-13,1,0.005704713970094533,1.6062374810742597,16062.374810742596,-0.0058219851854343085
2025-06-13,2025-06-20,1,0.02922128780331623,1.6531738087892043,16531.73808789204,0.0
2025-06-20,2025-06-27,-1,0.01284925643525614,1.674415862990386,16744.15862990386,0.0
2025-06-27,2025-07-04,1,0.014064580195237486,1.6979658191755922,16979.658191755923,0.0
2025-07-04,2025-07-11,0,0.0,1.6979658191755922,16979.658191755923,0.0
2025-07-11,2025-07-18,-1,0.03150017223534052,1.7514520349293443,17514.52034929344,0.0
2025-07-18,2025-07-25,1,0.022933300295931325,1.791618610400299,17916.18610400299,0.0
2025-07-25,2025-08-01,1,0.009253609100979387,1.8081975486789832,18081.975486789834,0.0
2025-08-01,2025-08-08,1,0.01567415669569594,1.836539520393751,18365.39520393751,0.0
2025-08-08,2025-08-15,1,0.018629997211872862,1.8707542465381808,18707.542465381808,0.0
2025-08-15,2025-08-22,-1,0.0006963040291982914,1.872056860257685,18720.568602576852,0.0
2025-08-22,2025-08-29,1,0.03180481305930316,1.9315972787345668,19315.97278734567,0.0
2025-08-29,2025-09-05,1,0.02687646242762698,1.9835117804217828,19835.11780421783,0.0
2025-09-05,2025-09-12,0,0.0,1.9835117804217828,19835.11780421783,0.0
2025-09-12,2025-09-19,1,-0.004254781768715965,1.9750723706604107,19750.72370660411,-0.004254781768715965
2025-09-19,2025-09-26,-1,0.02667539880342018,2.0277582138133936,20277.582138133937,0.0
2025-09-26,2025-10-03,1,0.016847531219489564,2.061920933626191,20619.209336261913,0.0
2025-10-03,2025-10-10,1,0.003523053273651433,2.0691851909214134,20691.851909214132,0.0
2025-10-10,2025-10-17,0,0.0,2.0691851909214134,20691.851909214132,0.0
2025-10-17,2025-10-24,1,0.01118978987520669,2.0923389384207134,20923.389384207134,0.0
2025-10-24,2025-10-31,1,0.022246916741573752,2.1388870285789117,21388.870285789115,0.0
2025-10-31,2025-11-07,1,0.007363030273540794,2.1546357185220217,21546.35718522022,0.0
2025-11-07,2025-11-14,-1,-0.0179858567425335,2.115882749156339,21158.82749156339,-0.017985856742533612
2025-11-14,2025-11-21,0,0.0,2.115882749156339,21158.82749156339,-0.017985856742533612
2025-11-21,2025-11-28,1,0.00519120547384655,2.1268667312657765,21268.667312657766,-0.012888019546660745
2025-11-28,2025-12-05,-1,-0.0036425940285056413,2.1191194192110405,21191.194192110404,-0.016483667752126396
2025-12-05,2025-12-12,1,0.0013843997698870236,2.1220531276473595,21220.531276473594,-0.015122087968082232
2025-12-12,2025-12-19,1,-0.0064780024543262815,2.1083064622782492,21083.06462278249,-0.02150212949943675
2025-12-19,2025-12-26,1,-0.012888111949433512,2.0811343725686933,20811.343725686933,-0.034113119596730246
2025-12-26,2026-01-02,1,0.0236086432612701,2.130267131549435,21302.671315494346,-0.011309840806548288
2026-01-02,2026-01-09,-1,0.036298955453495374,2.2075936032615933,22075.936032615933,0.0
2026-01-09,2026-01-16,1,0.02924516513900599,2.2721550427487918,22721.550427487917,0.0
2026-01-16,2026-01-23,-1,0.007354911475355497,2.2888665419464918,22888.665419464916,0.0
2026-01-23,2026-01-30,1,0.02283069128607873,2.3411229473607067,23411.229473607065,0.0
2026-01-30,2026-02-06,1,0.019489408541821573,2.386750048928453,23867.500489284528,0.0
2026-02-06,2026-02-13,-1,-0.013866483694482623,2.353654218292181,23536.54218292181,-0.013866483694482623
2026-02-13,2026-02-20,1,0.0309096561780815,2.4264048609416835,24264.048609416834,0.0
2026-02-20,2026-02-27,-1,0.022508030288390213,2.4810184550436563,24810.184550436563,0.0
2026-02-27,2026-03-06,0,0.0,2.4810184550436563,24810.184550436563,0.0
2026-03-06,2026-03-13,1,-0.01149805350324018,2.452491572105038,24524.915721050384,-0.011498053503240069
2026-03-13,2026-03-20,1,-0.005645566512473388,2.4386458678134386,24386.458678134386,-0.017078706989896997
2026-03-20,2026-03-27,1,0.01775642097342711,2.4819474904474426,24819.474904474424,0.0
2026-03-27,2026-04-03,1,0.003301917922647224,2.4901426773492203,24901.426773492203,0.0
2026-04-03,2026-04-10,-1,-0.0057968669422783226,2.475707651581338,24757.07651581338,-0.0057968669422783226
2026-04-10,2026-04-17,1,0.002302347490587886,2.4814075908803854,24814.075908803854,-0.003507865853748404
2026-04-17,2026-04-24,-1,0.013136310830566877,2.514004132291518,25140.04132291518,0.0
2026-04-24,2026-05-01,0,0.0,2.514004132291518,25140.04132291518,0.0
2026-05-01,2026-05-08,1,-0.0038392767416711715,2.5043521746979462,25043.521746979462,-0.0038392767416710605
2026-05-08,2026-05-15,-1,0.032624665611995174,2.586055826972139,25860.55826972139,0.0
2026-05-15,2026-05-22,1,0.033481738879048706,2.6726414728974626,26726.414728974625,0.0
2026-05-22,2026-05-29,-1,0.010890596025226351,2.7017481314990546,27017.481314990546,0.0
2026-05-29,2026-06-05,-1,0.03691981049098603,2.8014961605083752,28014.961605083754,0.0
2026-06-05,2026-06-12,1,0.045910738299750786,2.930114917581232,29301.14917581232,0.0
2026-06-12,2026-06-19,-1,0.018389187013612363,2.9839973487720086,29839.973487720086,0.0
2026-06-19,2026-06-26,-1,-0.010883372307547656,2.951521394660588,29515.21394660588,-0.010883372307547656
2026-06-26,2026-07-03,1,0.021772066297946147,3.015782114144945,30157.821141449447,0.0
2026-07-03,2026-07-10,0,0.0,3.015782114144945,30157.821141449447,0.0
2026-07-10,2026-07-17,0,0.0,3.015782114144945,30157.821141449447,0.0
2026-07-17,2026-07-24,1,0.003529626820526932,3.026426699579896,30264.26699579896,0.0
2026-07-24,2026-07-31,1,0.01651434139330399,3.0764061432985685,30764.061432985687,0.0
2026-07-31,2026-08-07,-1,0.041704832849344786,3.2047071472815327,32047.07147281533,0.0
2026-08-07,2026-08-14,1,-0.010354105105228495,3.1715252726471026,31715.252726471026,-0.010354105105228495
