week_ending,trade_week,signal,net_return,equity,capital,drawdown
2024-02-23,2024-03-01,1,0.016653302504986256,1.0166533025049862,10166.533025049863,0.0
2024-03-01,2024-03-08,0,0.0,1.0166533025049862,10166.533025049863,0.0
2024-03-08,2024-03-15,1,0.014817823165818977,1.031717891362451,10317.17891362451,0.0
2024-03-15,2024-03-22,1,0.00212505672566904,1.0339103504064837,10339.103504064837,0.0
2024-03-22,2024-03-29,-1,-0.020949624911785036,1.0122503163730556,10122.503163730556,-0.020949624911785092
2024-03-29,2024-04-05,0,0.0,1.0122503163730556,10122.503163730556,-0.020949624911785092
2024-04-05,2024-04-12,-1,0.033923145707704994,1.0465890313480493,10465.890313480493,0.0
2024-04-12,2024-04-19,1,-0.012619855815248993,1.0333812286746158,10333.812286746157,-0.012619855815248937
2024-04-19,2024-04-26,1,-0.005985565497226673,1.0271958576467795,10271.958576467794,-0.01852988433892777
2024-04-26,2024-05-03,1,0.036913567171148076,1.065113320935949,10651.133209359488,0.0
2024-05-03,2024-05-10,1,-0.029004862027235123,1.0342198560188314,10342.198560188313,-0.02900486202723529
2024-05-10,2024-05-17,1,-0.01967455260771972,1.0138720430536405,10138.720430536405,-0.04810875695112049
2024-05-17,2024-05-24,1,0.0014476975732249943,1.01533982314993,10153.398231499299,-0.046730706308584447
2024-05-24,2024-05-31,0,0.0,1.01533982314993,10153.398231499299,-0.046730706308584447
2024-05-31,2024-06-07,0,0.0,1.01533982314993,10153.398231499299,-0.046730706308584447
2024-06-07,2024-06-14,-1,-0.0041597594854755875,1.011116253689601,10111.16253689601,-0.05069607729522996
2024-06-14,2024-06-21,0,0.0,1.011116253689601,10111.16253689601,-0.05069607729522996
2024-06-21,2024-06-28,1,0.019798761532238418,1.0311351032777716,10311.351032777717,-0.03190103530797983
2024-06-28,2024-07-05,0,0.0,1.0311351032777716,10311.351032777717,-0.03190103530797983
2024-07-05,2024-07-12,1,0.009797523043254375,1.0412376732128439,10412.37673212844,-0.02241606339325919
2024-07-12,2024-07-19,1,-0.006627338092811073,1.0343370391174904,10343.370391174903,-0.028894842655253217
2024-07-19,2024-07-26,1,-0.0228549209344025,1.0106973478689363,10106.973478689362,-0.051089374245357866
2024-07-26,2024-08-02,1,0.010613588121499762,1.0214244732347093,10214.244732347093,-0.041018027699483484
2024-08-02,2024-08-09,0,0.0,1.0214244732347093,10214.244732347093,-0.041018027699483484
2024-08-09,2024-08-16,-1,0.0059286120941198246,1.0274801027199585,10274.801027199584,-0.03533259558045987
2024-08-16,2024-08-23,-1,-0.0017467482029515633,1.025685353696964,10256.853536969638,-0.03701762663557562
2024-08-23,2024-08-30,1,-0.002862326474996123,1.0227495073540613,10227.495073540613,-0.03977399657781122
2024-08-30,2024-09-06,0,0.0,1.0227495073540613,10227.495073540613,-0.03977399657781122
2024-09-06,2024-09-13,0,0.0,1.0227495073540613,10227.495073540613,-0.03977399657781122
2024-09-13,2024-09-20,1,0.013910124449173111,1.0369760802816868,10369.760802816867,-0.026417133370876478
2024-09-20,2024-09-27,1,0.033213015965430526,1.071417183391852,10714.171833918519,0.0
2024-09-27,2024-10-04,1,-0.017387438394597166,1.0527879831207134,10527.879831207134,-0.01738743839459711
2024-10-04,2024-10-11,-1,-0.004853934933220559,1.047677818752169,10476.77818752169,-0.02215697583319498
2024-10-11,2024-10-18,1,-2.1532154959645698e-05,1.0476552599910278,10476.552599910277,-0.02217803090071746
2024-10-18,2024-10-25,1,0.03205178039589801,1.0812344763148676,10812.344763148676,0.0
2024-10-25,2024-11-01,1,0.021951600966409857,1.1049693040900566,11049.693040900565,0.0
2024-11-01,2024-11-08,0,0.0,1.1049693040900566,11049.693040900565,0.0
2024-11-08,2024-11-15,-1,-0.011661180655531289,1.0920840574162456,10920.840574162456,-0.011661180655531456
2024-11-15,2024-11-22,1,-0.0007327336635411506,1.0912838506639602,10912.838506639602,-0.012385369779449595
2024-11-22,2024-11-29,-1,0.03982937801467662,1.1347490076733668,11347.490076733668,0.0
2024-11-29,2024-12-06,1,0.023570975052249754,1.1614961482238009,11614.961482238008,0.0
2024-12-06,2024-12-13,0,0.0,1.1614961482238009,11614.961482238008,0.0
2024-12-13,2024-12-20,-1,0.0034444834744972743,1.16549690251205,11654.969025120501,0.0
2024-12-20,2024-12-27,-1,-0.007266264178359348,1.157028094119338,11570.280941193381,-0.007266264178359294
2024-12-27,2025-01-03,0,0.0,1.157028094119338,11570.280941193381,-0.007266264178359294
2025-01-03,2025-01-10,1,0.02062793544424074,1.1808951949520046,11808.951949520046,0.0
2025-01-10,2025-01-17,-1,0.024485338383491595,1.2098098133958437,12098.098133958438,0.0
2025-01-17,2025-01-24,-1,0.05143693981298775,1.2720387279526475,12720.387279526474,0.0
2025-01-24,2025-01-31,1,0.012073865827590347,1.2873971528814463,12873.971528814463,0.0
2025-01-31,2025-02-07,1,-0.024781994925549722,1.2554928831715713,12554.928831715713,-0.024781994925549666
2025-02-07,2025-02-14,-1,-0.003384461342885002,1.2512437160422099,12512.437160422098,-0.028082582564609493
2025-02-14,2025-02-21,-1,-0.025940981638728544,1.2187852257787843,12187.852257787843,-0.05329507444466153
2025-02-21,2025-02-28,0,0.0,1.2187852257787843,12187.852257787843,-0.05329507444466153
2025-02-28,2025-03-07,0,0.0,1.2187852257787843,12187.852257787843,-0.05329507444466153
2025-03-07,2025-03-14,0,0.0,1.2187852257787843,12187.852257787843,-0.05329507444466153
2025-03-14,2025-03-21,-1,0.03495127391879432,1.261383322053158,12613.83322053158,-0.020206531271305228
2025-03-21,2025-03-28,0,0.0,1.261383322053158,12613.83322053158,-0.020206531271305228
2025-03-28,2025-04-04,0,0.0,1.261383322053158,12613.83322053158,-0.020206531271305228
2025-04-04,2025-04-11,-1,-0.01656577791947783,1.2404875260686923,12404.875260686922,-0.03643757228121958
2025-04-11,2025-04-18,1,0.0034806206114837437,1.2448051925202155,12448.051925202155,-0.033083777034850215
2025-04-18,2025-04-25,-1,-0.005177486610827118,1.238360230302854,12383.60230302854,-0.03808997283304383
2025-04-25,2025-05-02,-1,0.036860073487230915,1.2840062793954814,12840.062793954814,-0.0026338985435655493
2025-05-02,2025-05-09,-1,0.01573047411489964,1.3042043069368805,13042.043069368805,0.0
2025-05-09,2025-05-16,-1,0.02252899166887351,1.3335867149023706,13335.867149023707,0.0
2025-05-16,2025-05-23,0,0.0,1.3335867149023706,13335.867149023707,0.0
2025-05-23,2025-05-30,0,0.0,1.3335867149023706,13335.867149023707,0.0
2025-05-30,2025-06-06,-1,-0.034151633139846094,1.2880425506548523,12880.425506548523,-0.03415163313984604
2025-06-06,2025-06-13,1,0.004204713970094533,1.2934584011616668,12934.584011616667,-0.030090517018716345
2025-06-13,2025-06-20,1,0.02772128780331623,1.3293147337618865,13293.147337618864,-0.0032033770978265874
2025-06-20,2025-06-27,-1,0.011349256435256139,1.3444014675585145,13444.014675585146,0.0
2025-06-27,2025-07-04,1,-6.97831146831405e-05,1.3443076510367238,13443.076510367238,-6.978311468308629e-05
2025-07-04,2025-07-11,0,0.0,1.3443076510367238,13443.076510367238,-6.978311468308629e-05
2025-07-11,2025-07-18,-1,0.030000172235340516,1.3846371121051115,13846.371121051116,0.0
2025-07-18,2025-07-25,1,0.021433300295931323,1.4143144551297515,14143.144551297515,0.0
2025-07-25,2025-08-01,1,0.007753609100979386,1.4252804965606922,14252.804965606922,0.0
2025-08-01,2025-08-08,0,0.0,1.4252804965606922,14252.804965606922,0.0
2025-08-08,2025-08-15,0,0.0,1.4252804965606922,14252.804965606922,0.0
2025-08-15,2025-08-22,-1,-0.0008036959708017087,1.4241350043683443,14241.350043683442,-0.0008036959708016544
2025-08-22,2025-08-29,1,0.03030481305930316,1.4672931494469368,14672.931494469367,0.0
2025-08-29,2025-09-05,1,0.02473020350262206,1.5035796076307626,15035.796076307626,0.0
2025-09-05,2025-09-12,0,0.0,1.5035796076307626,15035.796076307626,0.0
2025-09-12,2025-09-19,1,-0.005754781768715965,1.494926835116956,14949.26835116956,-0.005754781768715911
2025-09-19,2025-09-26,-1,0.02517539880342018,1.5325622143729603,15325.622143729603,0.0
2025-09-26,2025-10-03,1,0.015347531219489563,1.5560832608038593,15560.832608038592,0.0
2025-10-03,2025-10-10,1,0.002023053273651433,1.5592313001387026,15592.313001387027,0.0
2025-10-10,2025-10-17,0,0.0,1.5592313001387026,15592.313001387027,0.0
2025-10-17,2025-10-24,1,0.0030177678213452754,1.5639366981822955,15639.366981822955,0.0
2025-10-24,2025-10-31,0,0.0,1.5639366981822955,15639.366981822955,0.0
2025-10-31,2025-11-07,1,0.005863030273540794,1.5731061063896397,15731.061063896397,0.0
2025-11-07,2025-11-14,0,0.0,1.5731061063896397,15731.061063896397,0.0
2025-11-14,2025-11-21,0,0.0,1.5731061063896397,15731.061063896397,0.0
2025-11-21,2025-11-28,1,-0.0029172137222353554,1.5685170196695477,15685.170196695477,-0.002917213722235301
2025-11-28,2025-12-05,-1,-0.005142594028505641,1.5604507734105857,15604.507734105857,-0.008044805704872982
2025-12-05,2025-12-12,1,-0.00011560023011297641,1.5602703849420996,15602.703849420996,-0.00815947595359523
2025-12-12,2025-12-19,0,0.0,1.5602703849420996,15602.703849420996,-0.00815947595359523
2025-12-19,2025-12-26,1,-0.03262034003060538,1.509373834445605,15093.73834445605,-0.04051365110412264
2025-12-26,2026-01-02,1,0.0221086432612701,1.542744042099258,15427.44042099258,-0.019300709702325336
2026-01-02,2026-01-09,-1,0.054759136216380344,1.6272233732475805,16272.233732475805,0.0
2026-01-09,2026-01-16,1,0.029813235441473573,1.6757361667900794,16757.361667900794,0.0
2026-01-16,2026-01-23,-1,-0.015755409164560363,1.6493342578304497,16493.3425783045,-0.01575540916456042
2026-01-23,2026-01-30,1,0.02133069128607873,1.6845156977117848,16845.156977117847,0.0
2026-01-30,2026-02-06,1,0.017989408541821572,1.7148191387930336,17148.191387930336,0.0
2026-02-06,2026-02-13,-1,-0.020357578596279013,1.679909573396651,16799.09573396651,-0.02035757859627907
2026-02-13,2026-02-20,1,0.0294096561780815,1.729315136360514,17293.15136360514,0.0
2026-02-20,2026-02-27,-1,0.02100803028839021,1.765644641123347,17656.44641123347,0.0
2026-02-27,2026-03-06,0,0.0,1.765644641123347,17656.44641123347,0.0
2026-03-06,2026-03-13,1,-0.01345830744490556,1.7418820527046592,17418.82052704659,-0.013458307444905504
2026-03-13,2026-03-20,1,-0.007145566512473387,1.7294353186401745,17294.353186401746,-0.02050770672638591
2026-03-20,2026-03-27,1,0.01625642097342711,1.7575497472263022,17575.49747226302,-0.004584667666702624
2026-03-27,2026-04-03,1,0.001801917922647224,1.7607167076157733,17607.167076157733,-0.0027910109388934456
2026-04-03,2026-04-10,-1,-0.03584260280104673,1.6976080380195342,16976.08038019534,-0.038533576643444145
2026-04-10,2026-04-17,1,0.000802347490587886,1.698970109568841,16989.70109568841,-0.03776214647137943
2026-04-17,2026-04-24,-1,0.011636310830566876,1.7187398538556262,17187.398538556263,-0.02656524771478297
2026-04-24,2026-05-01,0,0.0,1.7187398538556262,17187.398538556263,-0.02656524771478297
2026-05-01,2026-05-08,1,-0.005339276741671171,1.7095630261289516,17095.630261289516,-0.031762685247193834
2026-05-08,2026-05-15,-1,0.031124665611995173,1.762772603659846,17627.72603659846,-0.0016266225924566058
2026-05-15,2026-05-22,1,0.03308957916949945,1.821102007286473,18211.02007286473,0.0
2026-05-22,2026-05-29,-1,0.00939059602522635,1.838203240557629,18382.03240557629,0.0
2026-05-29,2026-06-05,-1,0.04877559276808413,1.9278626932440406,19278.626932440406,0.0
